RmType,Technical,Term,Subject,CourseName,Section,DaysMet,DaysWK,Duration,HoursPerWeek,Building,RmID,Enrollment,SeatCapacity
LectureMed,0,2015-3Fall,SOSC,SOSC 14100,5,T,1,1.5,1.5,K,K 107,19,0.07
LectureMed,0,2015-3Fall,SOSC,SOSC 14100,6,T,1,1.5,1.5,K,K 107,19,0.07
LectureMed,0,2015-3Fall,SOSC,SOSC 14100,7,T,1,1.5,1.5,K,K 107,19,0.07
LectureMed,0,2015-3Fall,SOSC,SOSC 14100,8,T,1,1.5,1.5,K,K 107,19,0.07
LectureMed,0,2015-3Fall,SOSC,SOSC 14100,9,T,1,1.5,1.5,K,K 107,18,0.06
Seminar,0,2015-3Fall,FINM,FINM 37701,1,T,1,3,3,K,K 120,15,0.09
AuditoriumLg,0,2015-3Fall,PLSC,PLSC 29000,1,TR,2,1.5,3,K,K 107,200,0.7
AuditoriumLg,0,2015-3Fall,MAPS,MAPS 30000,1,M,1,2,2,K,K 107,198,0.69
AuditoriumLg,0,2015-3Fall,CHEM,CHEM 22000,0,TR,2,1.5,3,K,K 107,195,0.68
AuditoriumLg,0,2015-3Fall,CHEM,CHEM 11100,1,MWF,3,1,3,K,K 107,193,0.67
AuditoriumLg,0,2015-3Fall,PHYS,PHYS 12100,0,TR,2,1.5,3,KPTC,KPTC 106,169,0.81
AuditoriumLg,0,2015-3Fall,PHSC,PHSC 10800,0,MWF,3,1,3,K,K 107,152,0.53
AuditoriumLg,0,2015-3Fall,PBPL,PBPL 22100,1,MW,2,1.5,3,K,K 120,152,0.87
AuditoriumLg,0,2015-3Fall,CHEM,CHEM 11100,2,MWF,3,1,3,K,K 120,149,0.86
AuditoriumLg,0,2015-3Fall,PLSC,PLSC 28801,1,MW,2,1.5,3,K,K 107,147,0.51
AuditoriumLg,0,2015-3Fall,PHYS,PHYS 13100,AA,MWF,3,1,3,KPTC,KPTC 106,144,0.69
AuditoriumLg,0,2015-3Fall,HUMA,HUMA 17000,1,T,1,1.5,1.5,K,K 107,132,0.46
AuditoriumLg,0,2015-3Fall,PHSC,PHSC 13400,0,MWF,3,1,3,K,K 107,114,0.4
AuditoriumLg,0,2015-3Fall,FINM,FINM 33000,1,W,1,3,3,K,K 120,113,0.65
AuditoriumLg,0,2015-3Fall,FINM,FINM 33400,1,R,1,3,3,K,K 120,109,0.63
AuditoriumLg,0,2015-3Fall,PHYS,PHYS 13100,BB,TR,2,1.5,3,KPTC,KPTC 106,106,0.51
LectureXL,0,2015-3Fall,PHYS,PHYS 26400,1,TR,2,1.5,3,KPTC,KPTC 105,53,1.08
LectureXL,0,2015-3Fall,PHYS,PHYS 34100,1,TR,2,1.5,3,KPTC,KPTC 105,48,0.98
LectureXL,0,2015-3Fall,PHYS,PHYS 44300,1,MWF,3,1,3,KPTC,KPTC 103,47,0.96
LectureXL,0,2015-3Fall,CHEM,CHEM 23300,1,TR,2,1.5,3,K,K 101,42,0.64
LectureXL,0,2015-3Fall,CHEM,CHEM 50000,1,TR,2,1.5,3,K,K 102,39,0.59
LectureLg,0,2015-3Fall,PHYS,PHYS 33000,1,MWF,3,1,3,KPTC,KPTC 103,32,0.65
LectureLg,0,2015-3Fall,PHSC,PHSC 12700,1,MWF,3,1,3,KPTC,KPTC 105,31,0.63
LectureLg,0,2015-3Fall,GEOS,GEOS 13100,0,TR,2,1.5,3,HGS,HGS 184,30,0.86
LectureLg,0,2015-3Fall,PHYS,PHYS 31600,1,MWF,3,1,3,KPTC,KPTC 105,28,0.57
LectureLg,0,2015-3Fall,PHYS,PHYS 23500,,W,1,1.5,1.5,KPTC,KPTC 101,27,0.9
LectureLg,0,2015-3Fall,PHYS,PHYS 23500,,W,1,1.5,1.5,KPTC,KPTC 103,27,0.55
LectureLg,0,2015-3Fall,PHYS,PHYS 23500,,W,1,1.5,1.5,KPTC,KPTC 105,27,0.55
LectureLg,0,2015-3Fall,PHYS,PHYS 19700,,T,1,1,1,C,C 106,26,0.87
LectureLg,0,2015-3Fall,PHYS,PHYS 19700,,T,1,1,1,HGS,HGS 184,26,0.74
LectureLg,0,2015-3Fall,PHYS,PHYS 14100,,T,1,1,1,KPTC,KPTC 103,26,0.53
LectureLg,0,2015-3Fall,PHYS,PHYS 14100,,T,1,1,1,KPTC,KPTC 105,26,0.53
LectureLg,0,2015-3Fall,PHYS,PHYS 12100,,M,1,1,1,C,C 402,25,0.83
LectureLg,0,2015-3Fall,PHYS,PHYS 12100,,M,1,1,1,C,C 403,25,0.83
LectureLg,0,2015-3Fall,PHYS,PHYS 12100,,M,1,1,1,C,C 409,25,0.83
LectureLg,0,2015-3Fall,PHYS,PHYS 12100,,M,1,1,1,KPTC,KPTC 101,25,0.83
LectureLg,0,2015-3Fall,PHYS,PHYS 12100,,M,1,1,1,KPTC,KPTC 103,25,0.51
LectureLg,0,2015-3Fall,PHYS,PHYS 12100,,M,1,1,1,KPTC,KPTC 105,25,0.51
LectureLg,0,2015-3Fall,CHEM,CHEM 36100,1,TR,2,1.5,3,K,K 102,25,0.38
LectureLg,0,2015-3Fall,PHYS,PHYS 22100,,W,1,1,1,KPTC,KPTC 103,24,0.49
LectureLg,0,2015-3Fall,PHYS,PHYS 22100,,W,1,1,1,KPTC,KPTC 105,24,0.49
LectureLg,0,2015-3Fall,PHYS,PHYS 15400,,T,1,1,1,KPTC,KPTC 101,24,0.8
LectureLg,0,2015-3Fall,PHYS,PHYS 15400,,T,1,1,1,KPTC,KPTC 103,24,0.49
LectureLg,0,2015-3Fall,PHYS,PHYS 15400,,T,1,1,1,KPTC,KPTC 105,24,0.49
LectureLg,0,2015-3Fall,PHYS,PHYS 13100,,T,1,1,1,KPTC,KPTC 101,24,0.8
LectureLg,0,2015-3Fall,PHYS,PHYS 13100,,T,1,1,1,HGS,HGS 184,24,0.69
LectureLg,0,2015-3Fall,PHYS,PHYS 13100,,T,1,1,1,KPTC,KPTC 103,24,0.49
LectureLg,0,2015-3Fall,PHYS,PHYS 13100,,T,1,1,1,KPTC,KPTC 105,24,0.49
LectureLg,0,2015-3Fall,CHEM,CHEM 10100,0,MWF,3,1,3,K,K 101,24,0.36
LectureLg,0,2015-3Fall,PHYS,PHYS 14100,,W,1,1,1,KPTC,KPTC 103,23,0.47
LectureLg,0,2015-3Fall,PHYS,PHYS 14100,,W,1,1,1,KPTC,KPTC 105,23,0.47
LectureLg,0,2015-3Fall,CHEM,CHEM 39000,1,TR,2,1.5,3,K,K 102,23,0.35
LectureLg,0,2015-3Fall,PHYS,PHYS 13100,,W,1,1,1,C,C 102,22,0.73
LectureLg,0,2015-3Fall,PHYS,PHYS 13100,,W,1,1,1,KPTC,KPTC 101,22,0.73
LectureLg,0,2015-3Fall,PHYS,PHYS 13100,,W,1,1,1,KPTC,KPTC 103,22,0.45
LectureLg,0,2015-3Fall,PHYS,PHYS 13100,,W,1,1,1,KPTC,KPTC 105,22,0.45
LectureLg,0,2015-3Fall,PHYS,PHYS 25000,1,TR,2,1.5,3,KPTC,KPTC 105,21,0.43
LectureLg,0,2015-3Fall,CHEM,CHEM 36300,1,MWF,3,1,3,K,K 101,21,0.32
LectureMed,0,2015-3Fall,PHYS,PHYS 36100,1,TR,2,1.5,3,KPTC,KPTC 103,20,0.41
LectureMed,0,2015-3Fall,CHEM,CHEM 33200,1,MWF,3,1,3,K,K 102,17,0.26
Seminar,0,2015-3Fall,MATH,MATH 11200,40,MWF,3,1,3,HGS,HGS 184,16,0.46
Seminar,0,2015-3Fall,PHYS,PHYS 35300,1,TR,2,1.5,3,KPTC,KPTC 101,15,0.5
Seminar,0,2015-3Fall,CHEM,CHEM 30100,1,MWF,3,1,3,K,K 102,14,0.21
Seminar,0,2015-3Fall,CHEM,CHEM 22000,1,F,1,1,1,K,K 101,14,0.21
Seminar,0,2015-3Fall,CHEM,CHEM 22000,10,M,1,1,1,K,K 102,14,0.21
Seminar,0,2015-3Fall,CHEM,CHEM 22000,5,R,1,1,1,K,K 101,13,0.2
Seminar,0,2015-3Fall,CHEM,CHEM 22000,9,M,1,1,1,K,K 101,13,0.2
Seminar,0,2015-3Fall,CHEM,CHEM 22000,17,W,1,1,1,K,K 101,13,0.2
Seminar,0,2015-3Fall,CHEM,CHEM 22000,2,F,1,1,1,K,K 102,13,0.2
Seminar,0,2015-3Fall,CHEM,CHEM 22000,6,R,1,1,1,K,K 102,13,0.2
Seminar,0,2015-3Fall,PHSC,PHSC 11100,,M,1,1,1,KPTC,KPTC 103,12,0.24
Seminar,0,2015-3Fall,PHSC,PHSC 11100,,M,1,1,1,KPTC,KPTC 105,12,0.24
Seminar,0,2015-3Fall,MAPH,MAPH 30100,6,F,1,1.5,1.5,HGS,HGS 184,12,0.34
Seminar,0,2015-3Fall,CHEM,CHEM 32100,1,MWF,3,1,3,K,K 102,12,0.18
Seminar,0,2015-3Fall,CHEM,CHEM 22000,13,T,1,1,1,K,K 101,12,0.18
Seminar,0,2015-3Fall,CHEM,CHEM 22000,18,W,1,1,1,K,K 102,12,0.18
Seminar,0,2015-3Fall,CHEM,CHEM 30400,1,TR,2,1.5,3,K,K 101,11,0.17
Seminar,0,2015-3Fall,PHYS,PHYS 49000,1,MWF,3,1,3,KPTC,KPTC 105,9,0.18
Seminar,0,2015-3Fall,GEOS,GEOS 21000,1,MWF,3,1,3,HGS,HGS 184,9,0.26
Seminar,0,2015-3Fall,CHEM,CHEM 22000,14,T,1,1,1,K,K 102,9,0.14
Seminar,0,2015-3Fall,GEOS,GEOS 24230,1,TR,2,1.5,3,HGS,HGS 184,8,0.23
Seminar,0,2015-3Fall,ENGL,ENGL 20905,1,MW,2,1.5,3,HGS,HGS 184,5,0.14
Seminar,0,2015-3Fall,MATH,MATH 13100,JJ,TR,2,1.5,3,HGS,HGS 184,0,1
Seminar,0,2015-3Fall,MATH,MATH 13100,XX,TR,2,1.5,3,HGS,HGS 184,0,1
LectureXL,0,2015-3Fall,CMSC,CMSC 12100,2,MWF,3,1,3,K,K 120,58,0.33
LectureXL,0,2015-3Fall,CHEM,CHEM 12100,0,MWF,3,1,3,K,K 120,58,0.33
LectureLg,0,2015-3Fall,PHYS,PHYS 19700,,T,1,1,1,HGS,HGS 180,26,1.44
LectureLg,0,2015-3Fall,PHYS,PHYS 13100,,T,1,1,1,HGS,HGS 180,24,1.33
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,1,F,1,1.5,1.5,K,K 103,20,0.8
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,9,M,1,1.5,1.5,K,K 103,20,0.8
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,10,M,1,1.5,1.5,K,K 106,20,0.8
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,18,W,1,1.5,1.5,K,K 106,20,0.8
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,5,R,1,1.5,1.5,K,K 103,19,0.76
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,13,T,1,1.5,1.5,K,K 103,19,0.76
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,17,W,1,1.5,1.5,K,K 103,19,0.76
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,29,M,1,1,1,K,K 103,19,0.76
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,14,T,1,1.5,1.5,K,K 106,19,0.76
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,21,F,1,1,1,K,K 103,18,0.72
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,2,F,1,1.5,1.5,K,K 106,18,0.72
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,6,R,1,1.5,1.5,K,K 106,18,0.72
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,22,F,1,1,1,K,K 106,18,0.72
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,26,R,1,1,1,K,K 106,17,0.68
LectureMed,0,2015-3Fall,CHEM,CHEM 11100,34,T,1,1,1,K,K 106,17,0.68
Seminar,0,2015-3Fall,SOCI,SOCI 40174,1,TR,2,1.5,3,HGS,HGS 180,16,0.89
Seminar,0,2015-3Fall,GEOS,GEOS 26650,1,TR,2,1.5,3,HGS,HGS 180,16,0.89
Seminar,0,2015-3Fall,CHEM,CHEM 12100,44,T,1,1,1,K,K 103,16,0.64
Seminar,0,2015-3Fall,CHEM,CHEM 11100,35,W,1,1,1,K,K 103,16,0.64
Seminar,0,2015-3Fall,GEOS,GEOS 26300,0,MWF,3,1,3,HGS,HGS 180,15,0.83
Seminar,0,2015-3Fall,CHEM,CHEM 12100,43,M,1,1,1,K,K 103,15,0.6
Seminar,0,2015-3Fall,CHEM,CHEM 11100,30,M,1,1,1,K,K 106,15,0.6
Seminar,0,2015-3Fall,CHEM,CHEM 11100,36,W,1,1,1,K,K 106,15,0.6
Seminar,0,2015-3Fall,CHEM,CHEM 32200,1,MWF,3,1,3,K,K 103,14,0.56
Seminar,0,2015-3Fall,CHEM,CHEM 22000,3,F,1,1,1,K,K 103,14,0.56
Seminar,0,2015-3Fall,CHEM,CHEM 22000,11,M,1,1,1,K,K 103,14,0.56
Seminar,0,2015-3Fall,CHEM,CHEM 12100,42,R,1,1,1,K,K 103,14,0.56
Seminar,0,2015-3Fall,CHEM,CHEM 11100,33,T,1,1,1,K,K 103,14,0.56
Seminar,0,2015-3Fall,CHEM,CHEM 22000,15,T,1,1,1,K,K 103,13,0.52
Seminar,0,2015-3Fall,CHEM,CHEM 22000,19,W,1,1,1,K,K 103,13,0.52
Seminar,0,2015-3Fall,CHEM,CHEM 12100,41,F,1,1,1,K,K 103,13,0.52
Seminar,0,2015-3Fall,CHEM,CHEM 10100,25,R,1,1,1,K,K 103,13,0.52
Seminar,0,2015-3Fall,ARAB,ARAB 20101,,WF,2,2,4,HGS,HGS 180,13,0.72
Seminar,0,2015-3Fall,CHEM,CHEM 23000,24,T,1,1,1,K,K 106,12,0.48
Seminar,0,2015-3Fall,CHEM,CHEM 22000,7,R,1,1,1,K,K 103,12,0.48
Seminar,0,2015-3Fall,CHEM,CHEM 10100,45,W,1,1,1,K,K 103,11,0.44
Seminar,0,2015-3Fall,GEOS,GEOS 36900,1,W,1,2,2,HGS,HGS 158,7,0.47
Seminar,0,2015-3Fall,GEOS,GEOS 33300,1,MW,2,1.5,3,HGS,HGS 451,7,1.4
Seminar,0,2015-3Fall,CHEM,CHEM 23000,23,M,1,1,1,K,K 106,7,0.28
Seminar,0,2015-3Fall,GEOS,GEOS 32700,1,T,1,1,1,HGS,HGS 349,6,0.6
Seminar,0,2015-3Fall,GEOS,GEOS 32700,,F,1,1,1,HGS,HGS 349,6,0.6
Seminar,0,2015-3Fall,ENGL,ENGL 47905,1,TR,2,1.5,3,HGS,HGS 180,5,0.28
Seminar,0,2015-3Fall,CHEM,CHEM 23000,21,F,1,1,1,K,K 106,5,0.2
Seminar,0,2015-3Fall,MATH,MATH 13100,WW,TR,2,1.5,3,HGS,HGS 180,0,1
Teaching LabLg,1,2015-3Fall,PHYS,PHYS 13100,3,W,1,4,4,KPTC,KPTC 107,25,1.25
Teaching LabLg,1,2015-3Fall,PHYS,PHYS 13100,4,R,1,4,4,KPTC,KPTC 107,24,1.2
Teaching LabLg,1,2015-3Fall,PHYS,PHYS 12100,1,T,1,4,4,KPTC,KPTC 116,22,1
Teaching LabLg,1,2015-3Fall,PHYS,PHYS 12100,3,W,1,4,4,KPTC,KPTC 116,22,1
Teaching LabLg,1,2015-3Fall,PHYS,PHYS 12100,7,F,1,4,4,KPTC,KPTC 116,22,1
Teaching LabLg,1,2015-3Fall,PHYS,PHYS 12100,8,F,1,4,4,KPTC,KPTC 116,22,1
Teaching LabLg,1,2015-3Fall,PHYS,PHYS 12100,4,W,1,4,4,KPTC,KPTC 116,21,0.95
Teaching LabLg,1,2015-3Fall,PHYS,PHYS 12100,5,R,1,4,4,KPTC,KPTC 116,21,0.95
Teaching Lab,1,2015-3Fall,PHYS,PHYS 13100,2,W,1,4,4,KPTC,KPTC 107,20,1
Teaching Lab,1,2015-3Fall,PHYS,PHYS 13100,7,F,1,4,4,KPTC,KPTC 107,20,1
Teaching Lab,1,2015-3Fall,PHYS,PHYS 12100,2,T,1,4,4,KPTC,KPTC 116,20,0.91
Teaching Lab,1,2015-3Fall,PHSC,PHSC 10800,2,M,1,1.5,1.5,HGS,HGS 361,20,1
Teaching Lab,1,2015-3Fall,PHSC,PHSC 10800,3,M,1,1.5,1.5,HGS,HGS 361,20,1
Teaching Lab,1,2015-3Fall,PHSC,PHSC 10800,5,T,1,1.5,1.5,HGS,HGS 361,20,1
Teaching Lab,1,2015-3Fall,PHSC,PHSC 10800,9,W,1,1.5,1.5,HGS,HGS 361,20,1
Teaching Lab,1,2015-3Fall,GEOS,GEOS 23900,,W,1,3,3,HGS,HGS 278,20,1
Teaching Lab,1,2015-3Fall,CHEM,CHEM 11100,,M,1,4,4,K,K 201,20,1.25
Teaching Lab,1,2015-3Fall,CHEM,CHEM 11100,,W,1,4,4,K,K 201,20,1.25
Teaching Lab,1,2015-3Fall,CHEM,CHEM 11100,,W,1,4,4,K,K 202,20,1.25
Teaching Lab,1,2015-3Fall,CHEM,CHEM 11100,,F,1,4,4,K,K 202,20,1.25
Teaching LabMed,1,2015-3Fall,PHYS,PHYS 15400,4,R,1,4,4,KPTC,KPTC 208,19,1
Teaching LabMed,1,2015-3Fall,PHYS,PHYS 13100,6,F,1,4,4,KPTC,KPTC 107,19,0.95
Teaching LabMed,1,2015-3Fall,PHYS,PHYS 12100,6,R,1,4,4,KPTC,KPTC 116,19,0.86
Teaching LabMed,1,2015-3Fall,PHSC,PHSC 10800,1,M,1,1.5,1.5,HGS,HGS 361,19,0.95
Teaching LabMed,1,2015-3Fall,PHSC,PHSC 10800,7,T,1,1.5,1.5,HGS,HGS 361,19,0.95
Teaching LabMed,1,2015-3Fall,CHEM,CHEM 11100,,T,1,4,4,K,K 201,19,1.19
Teaching LabMed,1,2015-3Fall,CHEM,CHEM 11100,,R,1,4,4,K,K 201,19,1.19
Teaching LabMed,1,2015-3Fall,CHEM,CHEM 11100,,F,1,4,4,K,K 201,19,1.19
Teaching LabMed,1,2015-3Fall,CHEM,CHEM 11100,,R,1,4,4,K,K 202,19,1.19
Teaching LabMed,1,2015-3Fall,CHEM,CHEM 11100,,W,1,4,4,K,K 211,19,1.19
Teaching LabMed,1,2015-3Fall,PHYS,PHYS 15400,1,W,1,4,4,KPTC,KPTC 208,18,0.95
Teaching LabMed,1,2015-3Fall,PHYS,PHYS 13100,1,T,1,4,4,KPTC,KPTC 107,18,0.9
Teaching LabMed,1,2015-3Fall,PHYS,PHYS 13100,5,R,1,4,4,KPTC,KPTC 107,18,0.9
Teaching LabMed,1,2015-3Fall,PHYS,PHYS 13100,11,T,1,4,4,KPTC,KPTC 109,18,0.9
Teaching LabMed,1,2015-3Fall,PHYS,PHYS 13100,13,W,1,4,4,KPTC,KPTC 109,18,0.9
Teaching LabMed,1,2015-3Fall,PHSC,PHSC 10800,6,T,1,1.5,1.5,HGS,HGS 361,18,0.9
Teaching LabMed,1,2015-3Fall,CHEM,CHEM 11100,,M,1,4,4,K,K 202,18,1.13
Teaching LabMed,1,2015-3Fall,CHEM,CHEM 11100,,T,1,4,4,K,K 202,18,1.13
Teaching LabMed,1,2015-3Fall,CHEM,CHEM 11100,,M,1,4,4,K,K 211,18,1.13
Teaching LabMed,1,2015-3Fall,CHEM,CHEM 11100,,M,1,4,4,K,K 212,18,1.13
Teaching LabMed,1,2015-3Fall,PHYS,PHYS 15400,3,R,1,4,4,KPTC,KPTC 208,17,0.89
Teaching LabMed,1,2015-3Fall,PHYS,PHYS 15400,5,F,1,4,4,KPTC,KPTC 208,17,0.89
Teaching LabMed,1,2015-3Fall,PHYS,PHYS 13100,15,R,1,4,4,KPTC,KPTC 109,17,0.85
Teaching LabMed,1,2015-3Fall,CHEM,CHEM 11100,,T,1,4,4,K,K 212,17,1.06
Teaching LabMed,1,2015-3Fall,CHEM,CHEM 11100,,R,1,4,4,K,K 212,17,1.06
Teaching LabSm,1,2015-3Fall,PHYS,PHYS 13100,12,T,1,4,4,KPTC,KPTC 109,16,0.8
Teaching LabSm,1,2015-3Fall,PHSC,PHSC 10800,4,M,1,1.5,1.5,HGS,HGS 361,16,0.8
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 12100,,R,1,4,4,K,K 205,16,1
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 11100,,F,1,4,4,K,K 211,16,1
Teaching LabSm,1,2015-3Fall,GEOS,GEOS 13100,1,T,1,2,2,HGS,HGS 430,15,0.75
Teaching LabSm,1,2015-3Fall,GEOS,GEOS 13100,2,W,1,2,2,HGS,HGS 430,15,0.75
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 12100,,W,1,4,4,K,K 205,15,0.94
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 11100,,W,1,4,4,K,K 212,15,0.94
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 11100,,F,1,4,4,K,K 212,15,0.94
Teaching LabSm,1,2015-3Fall,PHYS,PHYS 15400,6,F,1,4,4,KPTC,KPTC 208,14,0.74
Teaching LabSm,1,2015-3Fall,PHYS,PHYS 14100,3,R,1,4,4,KPTC,KPTC 216,14,0.88
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,M,1,4,4,K,K 301,14,0.88
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,W,1,4,4,K,K 302,14,0.88
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,M,1,4,4,K,K 311,14,0.88
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,W,1,4,4,K,K 311,14,0.88
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 12100,,T,1,4,4,K,K 205,14,0.88
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 11100,,R,1,4,4,K,K 211,14,0.88
Teaching LabSm,1,2015-3Fall,PHYS,PHYS 14100,1,T,1,4,4,KPTC,KPTC 216,13,0.81
Teaching LabSm,1,2015-3Fall,PHYS,PHYS 14100,11,T,1,4,4,KPTC,KPTC 216,13,0.81
Teaching LabSm,1,2015-3Fall,PHYS,PHYS 13100,14,R,1,4,4,KPTC,KPTC 109,13,0.65
Teaching LabSm,1,2015-3Fall,GEOS,GEOS 22200,1,MWF,3,1,3,HGS,HGS 313,13,0.65
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,T,1,4,4,K,K 301,13,0.81
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,W,1,4,4,K,K 301,13,0.81
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,F,1,4,4,K,K 301,13,0.81
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,M,1,4,4,K,K 302,13,0.81
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,T,1,4,4,K,K 302,13,0.81
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,R,1,4,4,K,K 311,13,0.81
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,F,1,4,4,K,K 311,13,0.81
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 12100,,M,1,4,4,K,K 205,13,0.81
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 10100,,T,1,4,4,K,K 211,13,0.81
Teaching LabSm,1,2015-3Fall,PHYS,PHYS 14100,2,W,1,4,4,KPTC,KPTC 216,12,0.75
Teaching LabSm,1,2015-3Fall,PHYS,PHYS 14100,4,F,1,4,4,KPTC,KPTC 216,12,0.75
Teaching LabSm,1,2015-3Fall,PHYS,PHYS 14100,13,R,1,4,4,KPTC,KPTC 216,12,0.75
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 23000,,R,1,4,4,K,K 312,12,0.75
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,R,1,4,4,K,K 301,12,0.75
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,F,1,4,4,K,K 302,12,0.75
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,T,1,4,4,K,K 311,12,0.75
Teaching LabSm,1,2015-3Fall,PHYS,PHYS 15400,2,W,1,4,4,KPTC,KPTC 208,11,0.58
Teaching LabSm,1,2015-3Fall,PHYS,PHYS 14100,14,F,1,4,4,KPTC,KPTC 216,11,0.69
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 10100,,F,1,4,4,K,K 205,11,0.69
Teaching LabSm,1,2015-3Fall,PHYS,PHYS 14100,12,W,1,4,4,KPTC,KPTC 216,10,0.63
Teaching LabSm,1,2015-3Fall,GEOS,GEOS 26300,1,M,1,3,3,HGS,HGS 301,10,0.83
Teaching LabSm,1,2015-3Fall,PHSC,PHSC 11100,2,T,1,3,3,KPTC,KPTC 210,9,0.75
Teaching LabSm,1,2015-3Fall,GEOS,GEOS 21000,,T,1,3,3,HGS,HGS 313,9,0.45
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 22000,,R,1,4,4,K,K 302,9,0.56
Teaching LabSm,1,2015-3Fall,PHSC,PHSC 11100,1,M,1,3,3,KPTC,KPTC 210,7,0.58
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 23000,,W,1,4,4,K,K 312,7,0.44
Teaching LabSm,1,2015-3Fall,PHSC,PHSC 11100,4,R,1,3,3,KPTC,KPTC 210,5,0.42
Teaching LabSm,1,2015-3Fall,GEOS,GEOS 26300,2,T,1,3,3,HGS,HGS 301,5,0.42
Teaching LabSm,1,2015-3Fall,CHEM,CHEM 23000,,M,1,4,4,K,K 312,5,0.31
Teaching LabSm,1,2015-3Fall,PHSC,PHSC 11100,3,W,1,3,3,KPTC,KPTC 210,3,0.25
Teaching LabSm,1,2015-3Fall,PHSC,PHSC 10800,8,T,1,1.5,1.5,HGS,HGS 361,0,1
Teaching LabSm,1,2015-3Fall,PHSC,PHSC 10800,10,W,1,1.5,1.5,HGS,HGS 361,0,1
Teaching LabSm,1,2015-3Fall,PHSC,PHSC 10800,11,W,1,1.5,1.5,HGS,HGS 361,0,1
Teaching LabSm,1,2015-3Fall,PHSC,PHSC 10800,12,R,1,1.5,1.5,HGS,HGS 361,0,1
Teaching LabSm,1,2015-3Fall,PHSC,PHSC 10800,13,R,1,1.5,1.5,HGS,HGS 361,0,1
Teaching LabSm,1,2015-3Fall,PHSC,PHSC 10800,14,R,1,1.5,1.5,HGS,HGS 361,0,1
Teaching Lab - Advanced,2,2015-3Fall,CHEM,,,M,1,4,4,J,J 104,12,1
Teaching Lab - Advanced,2,2015-3Fall,CHEM,,,M,1,4,4,K,K 305,12,1
Auditorium,0,2015-2Spring,PHSC,PHSC 11000,0,MWF,3,1,3,HGS,HGS 101,96,0.89
Auditorium,0,2015-2Spring,PHYS,PHYS 23400,1,MWF,3,1,3,KPTC,KPTC 120,92,0.92
Auditorium,0,2015-2Spring,PHYS,PHYS 13300,AA,MWF,3,1,3,KPTC,KPTC 106,89,0.43
Auditorium,0,2015-2Spring,PLSC,PLSC 28900,1,MW,2,1.5,3,K,K 120,85,0.49
Auditorium,0,2015-2Spring,MATH,MATH 53013,1,M,1,2.5,2.5,HGS,HGS 101,75,0.69
Auditorium,0,2015-2Spring,PHYS,PHYS 21103,1,W,1,1.5,1.5,KPTC,KPTC 120,72,0.72
Auditorium,0,2015-2Spring,PHYS,PHYS 22700,1,MWF,3,1,3,HGS,HGS 101,70,0.65
Auditorium,0,2015-2Spring,FNDL,FNDL 21300,1,MW,2,1.5,3,HGS,HGS 101,70,0.65
LectureXL,0,2015-2Spring,PHSC,PHSC 12000,1,TR,2,1.5,3,KPTC,KPTC 106,57,0.27
LectureXL,0,2015-2Spring,PHYS,PHYS 22000,1,MWF,3,1,3,KPTC,KPTC 120,43,0.43
